Picked up JAVA_TOOL_OPTIONS: -Xmx2g
Opening log file:  /tmp/java.log.5020

                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
             R2022b Update 2 (9.13.0.2105380) 64-bit (glnxa64)
                              October 26, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
Starting parallel pool (parpool) using the 'local' profile ...
Connected to the parallel pool (number of workers: 32).
Loaded 446 seeds from grids/seeds/individual/y2023.mat
	scoring all of them using MC
	MCS total time 14.0 m + evolution total time 2.0 d = 2.0 d
	MCS runs 446 (1.0 m each) --> evolution runs 352 (4.0 h each)

seed     2 | Wombat(0,1.0 m,0.64) x  221 | MC estimate  65
seed 306 | gen  119 (13.5K grids scored in 1.1 h) | maps{1} | new champion: max wsl 8, nw 16, score 156
seed 294 | gen   32 (4.2K grids scored in 46.0 m) | maps{1} | new champion: max wsl 10, nw 13, score 164
seed 320 | gen   73 (9.3K grids scored in 46.3 m) | maps{1} | new champion: max wsl 8, nw 15, score 157
seed 319 | gen   68 (5.9K grids scored in 49.9 m) | maps{1} | new champion: max wsl 8, nw 11, score 151
seed 308 | gen   51 (6.3K grids scored in 37.2 m) | maps{1} | new champion: max wsl 8, nw 16, score 155
seed 320 | gen   75 (9.6K grids scored in 51.0 m) | maps{1} | new champion: max wsl 8, nw 15, score 158
seed 308 | gen   53 (6.7K grids scored in 41.9 m) | maps{1} | new champion: max wsl 8, nw 14, score 157
seed 308 | gen   54 (6.9K grids scored in 44.0 m) | maps{1} | new champion: max wsl 9, nw 14, score 158
seed 319 | gen   72 (6.5K grids scored in 58.2 m) | maps{1} | new champion: max wsl 10, nw 16, score 154
seed 304 | gen  102 (13.6K grids scored in 1.5 h) | maps{1} | new champion: max wsl 8, nw 13, score 158
seed 304 | gen  105 (14.1K grids scored in 1.6 h) | maps{1} | new champion: max wsl 8, nw 13, score 159
seed 308 | gen   61 (8.2K grids scored in 1.1 h) | maps{1} | new champion: max wsl 8, nw 16, score 159
seed 306 | gen  122 (14.0K grids scored in 1.7 h) | maps{1} | new champion: max wsl 8, nw 16, score 161
seed 294 | gen   37 (5.0K grids scored in 1.5 h) | maps{1} | new champion: max wsl 8, nw 14, score 166
seed 294 | gen   38 (5.2K grids scored in 1.5 h) | maps{1} | new champion: max wsl 9, nw 14, score 169
seed 306 | gen  124 (14.4K grids scored in 1.9 h) | maps{1} | new champion: max wsl 10, nw 17, score 164
seed 320 | gen   87 (11.8K grids scored in 1.6 h) | maps{1} | new champion: max wsl 8, nw 15, score 162
seed 306 | gen  127 (14.9K grids scored in 2.1 h) | maps{1} | new champion: max wsl 8, nw 17, score 166
seed 306 | gen  129 (15.2K grids scored in 2.2 h) | maps{1} | new champion: max wsl 9, nw 15, score 169
seed 306 | gen  131 (15.6K grids scored in 2.3 h) | maps{1} | new champion: max wsl 8, nw 16, score 172
seed 308 | gen   77 (11.1K grids scored in 1.8 h) | maps{1} | new champion: max wsl 8, nw 17, score 160
seed 304 | gen  125 (17.4K grids scored in 2.6 h) | maps{1} | new champion: max wsl 8, nw 11, score 161
seed 319 | gen   89 (9.3K grids scored in 2.4 h) | maps{1} | new champion: max wsl 8, nw 15, score 156
seed 319 | gen   91 (9.6K grids scored in 2.5 h) | maps{1} | new champion: max wsl 8, nw 13, score 159
seed 305 | gen  306 (41.5K grids scored in 2.9 h) | maps{1} | new champion: max wsl 12, nw 17, score 111
seed 305 | gen  307 (41.7K grids scored in 2.9 h) | maps{1} | new champion: max wsl 12, nw 17, score 126
seed 305 | gen  308 (41.9K grids scored in 2.9 h) | maps{1} | new champion: max wsl 12, nw 17, score 137
seed 305 | gen  309 (42.0K grids scored in 2.9 h) | maps{1} | new champion: max wsl 12, nw 16, score 143
seed 305 | gen  310 (42.2K grids scored in 3.0 h) | maps{1} | new champion: max wsl 12, nw 16, score 147
seed 305 | gen  312 (42.6K grids scored in 3.0 h) | maps{1} | new champion: max wsl 8, nw 16, score 154
seed 305 | gen  313 (42.8K grids scored in 3.1 h) | maps{1} | new champion: max wsl 8, nw 16, score 158
seed 319 | gen   97 (10.6K grids scored in 2.9 h) | maps{1} | new champion: max wsl 8, nw 13, score 160
seed 321 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 70
seed 289 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 71
seed 319 | gen  100 (11.1K grids scored in 3.0 h) | maps{1} | new champion: max wsl 8, nw 14, score 162
seed 320 | gen  107 (15.4K grids scored in 3.1 h) | maps{1} | new champion: max wsl 8, nw 13, score 163
seed 323 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 70
seed 324 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 70
seed 325 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 70
seed 326 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 70
seed 323 | gen   25 (2.2K grids scored in 8.9 m) | maps{1} | new champion: max wsl 8, nw 16, score 78
seed 326 | gen    4 (60 grids scored in 21.6 s) | maps{1} | new champion: max wsl 11, nw 14, score 142
seed 326 | gen    5 (111 grids scored in 1.0 m) | maps{1} | new champion: max wsl 9, nw 13, score 148
seed 323 | gen   27 (2.5K grids scored in 10.0 m) | maps{1} | new champion: max wsl 12, nw 17, score 132
seed 323 | gen   28 (2.7K grids scored in 10.9 m) | maps{1} | new champion: max wsl 8, nw 17, score 147
seed 326 | gen    6 (207 grids scored in 2.4 m) | maps{1} | new champion: max wsl 9, nw 15, score 153
seed 323 | gen   29 (2.8K grids scored in 12.1 m) | maps{1} | new champion: max wsl 8, nw 17, score 157
seed 326 | gen    7 (297 grids scored in 3.6 m) | maps{1} | new champion: max wsl 8, nw 15, score 155
seed 327 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 70
seed 328 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 70
seed 323 | gen   30 (3.0K grids scored in 13.5 m) | maps{1} | new champion: max wsl 8, nw 17, score 159
seed 326 | gen    8 (422 grids scored in 5.8 m) | maps{1} | new champion: max wsl 8, nw 15, score 160
seed 323 | gen   31 (3.2K grids scored in 15.2 m) | maps{1} | new champion: max wsl 8, nw 17, score 162
seed 329 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 70
seed 330 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 70
seed 326 | gen   10 (680 grids scored in 9.5 m) | maps{1} | new champion: max wsl 9, nw 15, score 162
seed 324 | gen   52 (5.0K grids scored in 20.5 m) | maps{1} | new champion: max wsl 11, nw 18, score 129
seed 332 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 70
seed 324 | gen   53 (5.2K grids scored in 21.2 m) | maps{1} | new champion: max wsl 8, nw 18, score 139
seed 326 | gen   12 (950 grids scored in 12.7 m) | maps{1} | new champion: max wsl 9, nw 14, score 163
seed 324 | gen   54 (5.3K grids scored in 22.5 m) | maps{1} | new champion: max wsl 8, nw 17, score 148
seed 326 | gen   13 (1.1K grids scored in 14.2 m) | maps{1} | new champion: max wsl 10, nw 15, score 166
seed 333 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 70
seed 324 | gen   55 (5.5K grids scored in 24.0 m) | maps{1} | new champion: max wsl 9, nw 17, score 152
seed 323 | gen   36 (4.1K grids scored in 24.2 m) | maps{1} | new champion: max wsl 8, nw 17, score 163
seed 331 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 70
seed 324 | gen   56 (5.7K grids scored in 25.5 m) | maps{1} | new champion: max wsl 9, nw 17, score 156
seed 334 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 70
seed 326 | gen   15 (1.4K grids scored in 17.7 m) | maps{1} | new champion: max wsl 10, nw 13, score 169
seed 324 | gen   57 (5.9K grids scored in 27.0 m) | maps{1} | new champion: max wsl 9, nw 17, score 162
seed 315 | gen  360 (51.9K grids scored in 3.6 h) | maps{1} | new champion: max wsl 10, nw 11, score 146
seed 335 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 10, score 70
seed 324 | gen   58 (6.1K grids scored in 28.7 m) | maps{1} | new champion: max wsl 9, nw 17, score 163
seed 305 | gen  324 (44.8K grids scored in 4.0 h) | maps{1} | new champion: max wsl 9, nw 16, score 162
seed 335 | gen    7 (250 grids scored in 1.5 m) | maps{1} | new champion: max wsl 10, nw 13, score 136
seed 335 | gen    8 (358 grids scored in 2.4 m) | maps{1} | new champion: max wsl 10, nw 14, score 140
seed 315 | gen  362 (52.2K grids scored in 3.6 h) | maps{1} | new champion: max wsl 10, nw 12, score 148
seed 336 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 70
seed 324 | gen   59 (6.3K grids scored in 30.5 m) | maps{1} | new champion: max wsl 8, nw 16, score 166
seed 323 | gen   39 (4.6K grids scored in 30.6 m) | maps{1} | new champion: max wsl 8, nw 14, score 169
seed 335 | gen    9 (466 grids scored in 3.3 m) | maps{1} | new champion: max wsl 10, nw 14, score 147
seed 337 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 70
seed 324 | gen   60 (6.5K grids scored in 32.6 m) | maps{1} | new champion: max wsl 8, nw 16, score 168
seed 338 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 70
seed 315 | gen  365 (52.7K grids scored in 3.7 h) | maps{1} | new champion: max wsl 10, nw 13, score 149
seed 339 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 70
seed 335 | gen   11 (716 grids scored in 9.3 m) | maps{1} | new champion: max wsl 9, nw 14, score 150
seed 340 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 69
seed 341 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 69
seed 342 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 69
seed 343 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 69
seed 335 | gen   13 (1.0K grids scored in 16.1 m) | maps{1} | new champion: max wsl 8, nw 15, score 152
seed 335 | gen   14 (1.2K grids scored in 18.5 m) | maps{1} | new champion: max wsl 8, nw 14, score 154
seed 344 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 69
seed 335 | gen   15 (1.4K grids scored in 21.6 m) | maps{1} | new champion: max wsl 8, nw 14, score 160
seed 345 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 69
seed 303 | gen   37 (6.2K grids scored in 4.0 h) | maps{1} | new champion: max wsl 9, nw 14, score 154
seed 346 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 69
seed 321 | gen  124 (16.8K grids scored in 1.1 h) | maps{1} | new champion: max wsl 11, nw 13, score 88
seed 303 | gen   38 (6.4K grids scored in 4.0 h) | maps{1} | new champion: max wsl 9, nw 14, score 155
seed 321 | gen  125 (16.9K grids scored in 1.1 h) | maps{1} | new champion: max wsl 11, nw 14, score 96
seed 347 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 69
seed 347 | gen    3 (144 grids scored in 36.8 s) | maps{1} | new champion: max wsl 13, nw 12, score 122
seed 321 | gen  126 (17.1K grids scored in 1.2 h) | maps{1} | new champion: max wsl 11, nw 15, score 129
seed 347 | gen    4 (258 grids scored in 1.2 m) | maps{1} | new champion: max wsl 13, nw 11, score 129
seed 348 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 69
seed 349 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 69
seed 347 | gen    5 (375 grids scored in 1.9 m) | maps{1} | new champion: max wsl 13, nw 11, score 142
seed 347 | gen    6 (522 grids scored in 2.7 m) | maps{1} | new champion: max wsl 13, nw 13, score 145
seed 321 | gen  127 (17.2K grids scored in 1.2 h) | maps{1} | new champion: max wsl 10, nw 15, score 132
seed 347 | gen    7 (672 grids scored in 3.5 m) | maps{1} | new champion: max wsl 13, nw 13, score 151
seed 322 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 70
seed 322 | gen  120 (17.0K grids scored in 1.1 h) | maps{1} | new champion: max wsl 13, nw 16, score 131
seed 347 | gen    8 (813 grids scored in 4.7 m) | maps{1} | new champion: max wsl 11, nw 13, score 154
seed 322 | gen  121 (17.1K grids scored in 1.2 h) | maps{1} | new champion: max wsl 13, nw 16, score 133
seed 321 | gen  128 (17.4K grids scored in 1.2 h) | maps{1} | new champion: max wsl 10, nw 15, score 137
seed 347 | gen   10 (1.1K grids scored in 7.1 m) | maps{1} | new champion: max wsl 10, nw 13, score 158
seed 324 | gen   70 (8.3K grids scored in 1.0 h) | maps{1} | new champion: max wsl 8, nw 16, score 170
seed 322 | gen  122 (17.3K grids scored in 1.2 h) | maps{1} | new champion: max wsl 12, nw 17, score 139
seed 340 | gen   56 (6.4K grids scored in 25.4 m) | maps{1} | new champion: max wsl 11, nw 16, score 139
seed 340 | gen   57 (6.5K grids scored in 26.2 m) | maps{1} | new champion: max wsl 11, nw 16, score 146
seed 347 | gen   12 (1.3K grids scored in 10.2 m) | maps{1} | new champion: max wsl 10, nw 13, score 163
seed 350 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 69
seed 340 | gen   59 (6.8K grids scored in 29.8 m) | maps{1} | new champion: max wsl 9, nw 15, score 153
seed 322 | gen  124 (17.7K grids scored in 1.3 h) | maps{1} | new champion: max wsl 11, nw 17, score 141
seed 321 | gen  130 (17.7K grids scored in 1.4 h) | maps{1} | new champion: max wsl 9, nw 16, score 139
seed 322 | gen  125 (17.9K grids scored in 1.3 h) | maps{1} | new champion: max wsl 11, nw 16, score 145
seed 351 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 69
seed 321 | gen  132 (18.1K grids scored in 1.5 h) | maps{1} | new champion: max wsl 9, nw 16, score 140
seed 321 | gen  133 (18.2K grids scored in 1.6 h) | maps{1} | new champion: max wsl 10, nw 16, score 141
seed 321 | gen  134 (18.4K grids scored in 1.6 h) | maps{1} | new champion: max wsl 10, nw 16, score 144
seed 352 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 69
seed 322 | gen  128 (18.4K grids scored in 1.6 h) | maps{1} | new champion: max wsl 11, nw 18, score 147
seed 335 | gen   20 (2.4K grids scored in 1.1 h) | maps{1} | new champion: max wsl 8, nw 14, score 161
seed 322 | gen  130 (18.8K grids scored in 1.8 h) | maps{1} | new champion: max wsl 11, nw 18, score 152
seed 340 | gen   65 (7.8K grids scored in 1.1 h) | maps{1} | new champion: max wsl 9, nw 13, score 154
seed 351 | gen   71 (9.7K grids scored in 39.4 m) | maps{1} | new champion: max wsl 13, nw 15, score 125
seed 351 | gen   72 (9.8K grids scored in 40.7 m) | maps{1} | new champion: max wsl 11, nw 15, score 135
seed 336 | gen  157 (20.5K grids scored in 1.4 h) | maps{1} | new champion: max wsl 8, nw 12, score 77
seed 336 | gen  158 (20.6K grids scored in 1.4 h) | maps{1} | new champion: max wsl 8, nw 13, score 147
seed 351 | gen   73 (10.0K grids scored in 42.5 m) | maps{1} | new champion: max wsl 11, nw 14, score 143
seed 336 | gen  159 (20.8K grids scored in 1.4 h) | maps{1} | new champion: max wsl 8, nw 13, score 161
seed 351 | gen   74 (10.2K grids scored in 44.1 m) | maps{1} | new champion: max wsl 9, nw 14, score 147
seed 342 | gen  168 (18.5K grids scored in 1.3 h) | maps{1} | new champion: max wsl 9, nw 17, score 150
seed 351 | gen   75 (10.3K grids scored in 46.0 m) | maps{1} | new champion: max wsl 9, nw 14, score 153
seed 342 | gen  170 (18.8K grids scored in 1.3 h) | maps{1} | new champion: max wsl 9, nw 17, score 154
seed 351 | gen   76 (10.5K grids scored in 48.0 m) | maps{1} | new champion: max wsl 9, nw 13, score 155
seed 340 | gen   69 (8.4K grids scored in 1.4 h) | maps{1} | new champion: max wsl 9, nw 14, score 155
seed 351 | gen   77 (10.6K grids scored in 50.7 m) | maps{1} | new champion: max wsl 9, nw 14, score 162
seed 336 | gen  164 (21.7K grids scored in 1.5 h) | maps{1} | new champion: max wsl 8, nw 13, score 164
seed 342 | gen  172 (19.1K grids scored in 1.4 h) | maps{1} | new champion: max wsl 9, nw 17, score 156
seed 342 | gen  173 (19.2K grids scored in 1.4 h) | maps{1} | new champion: max wsl 9, nw 17, score 158
seed 341 | gen  167 (21.8K grids scored in 1.5 h) | maps{1} | new champion: max wsl 11, nw 17, score 148
seed 341 | gen  168 (21.9K grids scored in 1.5 h) | maps{1} | new champion: max wsl 11, nw 17, score 152
seed 347 | gen   28 (3.8K grids scored in 1.2 h) | maps{1} | new champion: max wsl 8, nw 15, score 164
seed 342 | gen  174 (19.4K grids scored in 1.5 h) | maps{1} | new champion: max wsl 9, nw 17, score 161
seed 332 | gen  188 (26.4K grids scored in 1.8 h) | maps{1} | new champion: max wsl 13, nw 15, score 126
seed 341 | gen  170 (22.2K grids scored in 1.5 h) | maps{1} | new champion: max wsl 11, nw 17, score 156
seed 332 | gen  189 (26.5K grids scored in 1.8 h) | maps{1} | new champion: max wsl 13, nw 15, score 132
seed 341 | gen  171 (22.4K grids scored in 1.5 h) | maps{1} | new champion: max wsl 12, nw 16, score 161
seed 332 | gen  190 (26.7K grids scored in 1.8 h) | maps{1} | new champion: max wsl 13, nw 15, score 142
seed 334 | gen  176 (25.8K grids scored in 1.8 h) | maps{1} | new champion: max wsl 13, nw 16, score 133
seed 332 | gen  191 (26.8K grids scored in 1.8 h) | maps{1} | new champion: max wsl 10, nw 15, score 146
seed 340 | gen   72 (8.9K grids scored in 1.6 h) | maps{1} | new champion: max wsl 9, nw 14, score 156
seed 334 | gen  177 (26.0K grids scored in 1.8 h) | maps{1} | new champion: max wsl 13, nw 15, score 139
seed 342 | gen  176 (19.7K grids scored in 1.5 h) | maps{1} | new champion: max wsl 10, nw 16, score 164
seed 341 | gen  173 (22.7K grids scored in 1.6 h) | maps{1} | new champion: max wsl 11, nw 16, score 165
seed 334 | gen  178 (26.2K grids scored in 1.8 h) | maps{1} | new champion: max wsl 13, nw 15, score 150
seed 336 | gen  171 (23.1K grids scored in 1.8 h) | maps{1} | new champion: max wsl 8, nw 13, score 166
seed 332 | gen  194 (27.3K grids scored in 2.0 h) | maps{1} | new champion: max wsl 12, nw 15, score 153
seed 342 | gen  180 (20.3K grids scored in 1.7 h) | maps{1} | new champion: max wsl 9, nw 15, score 167
seed 321 | gen  139 (19.3K grids scored in 2.6 h) | maps{1} | new champion: max wsl 10, nw 12, score 147
seed 321 | gen  140 (19.4K grids scored in 2.7 h) | maps{1} | new champion: max wsl 10, nw 12, score 153
seed 343 | gen  168 (24.6K grids scored in 1.7 h) | maps{1} | new champion: max wsl 13, nw 13, score 128
seed 343 | gen  169 (24.8K grids scored in 1.8 h) | maps{1} | new champion: max wsl 10, nw 12, score 133
seed 321 | gen  141 (19.6K grids scored in 2.7 h) | maps{1} | new champion: max wsl 10, nw 11, score 157
seed 343 | gen  170 (25.0K grids scored in 1.8 h) | maps{1} | new champion: max wsl 10, nw 12, score 136
seed 347 | gen   35 (5.0K grids scored in 1.6 h) | maps{1} | new champion: max wsl 10, nw 15, score 165
seed 343 | gen  171 (25.1K grids scored in 1.8 h) | maps{1} | new champion: max wsl 10, nw 13, score 140
seed 343 | gen  172 (25.3K grids scored in 1.8 h) | maps{1} | new champion: max wsl 10, nw 14, score 146
seed 341 | gen  182 (24.1K grids scored in 1.9 h) | maps{1} | new champion: max wsl 8, nw 16, score 171
seed 340 | gen   76 (9.6K grids scored in 2.0 h) | maps{1} | new champion: max wsl 10, nw 13, score 157
seed 340 | gen   77 (9.8K grids scored in 2.0 h) | maps{1} | new champion: max wsl 10, nw 13, score 158
seed 343 | gen  174 (25.7K grids scored in 1.9 h) | maps{1} | new champion: max wsl 11, nw 16, score 149
seed 351 | gen   83 (11.6K grids scored in 1.5 h) | maps{1} | new champion: max wsl 9, nw 13, score 165
seed 343 | gen  175 (25.8K grids scored in 2.0 h) | maps{1} | new champion: max wsl 11, nw 15, score 154
